Start
M5,05/10/23,09:51:04,     2,  2057,   432,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     0,     1, 0.0000, 0.0000
M5,05/10/23,09:51:05,     2,  2058,   432,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     0,     2, 0.0000, 0.0000
M5,05/10/23,09:51:06,     2,  2059,   433,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     1,     3, 0.0000, 0.0000
M5,05/10/23,09:51:07,     2,  2060,   433,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     1,     4, 0.0000, 0.0000
M5,05/10/23,09:51:08,     2,  2061,   434,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     1,     5, 0.0000, 0.0000
M5,05/10/23,09:51:09,     2,  2062,   434,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.3, 0.0, 20,     2,     6, 0.0000, 0.0000
M5,05/10/23,09:51:10,     2,  2063,   434,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 20,     2,     7, 0.0000, 0.0000
M5,05/10/23,09:51:11,     2,  2064,   434,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 20,     2,     8, 0.0000, 0.0000
M5,05/10/23,09:51:12,     2,  2065,   435,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 20,     3,     9, 0.0000, 0.0000
M5,05/10/23,09:51:13,     2,  2066,   435,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     3,    10, 0.0000, 0.0000
M5,05/10/23,09:51:14,     2,  2067,   435,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     3,    11, 0.0000, 0.0000
M5,05/10/23,09:51:15,     2,  2068,   436,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     4,    12, 0.0000, 0.0000
M5,05/10/23,09:51:16,     2,  2069,   436,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     4,    13, 0.4003, 0.5790
M5,05/10/23,09:51:17,     2,  2070,   436,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     4,    14, 0.4010, 0.4691
M5,05/10/23,09:51:18,     2,  2071,   437,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     5,    15, 0.4463, 0.3402
M5,05/10/23,09:51:19,     2,  2072,   437,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.4, 0.0, 25,     5,    16, 0.4398, 0.4055
M5,05/10/23,09:51:20,     2,  2073,   437,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     5,    17, 0.4164, 0.4701
M5,05/10/23,09:51:21,     2,  2074,   437,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     5,    18, 0.4107, 0.4665
M5,05/10/23,09:51:22,     2,  2075,   438,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     6,    19, 0.4112, 0.4470
M5,05/10/23,09:51:23,     2,  2076,   438,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     6,    20, 0.4144, 0.4275
M5,05/10/23,09:51:24,     2,  2077,   438,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     6,    21, 0.4182, 0.4118
M5,05/10/23,09:51:25,     2,  2078,   439,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     7,    22, 0.4226, 0.4012
M5,05/10/23,09:51:26,     2,  2079,   439,  972.5, 393,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     7,    23, 0.4271, 0.3945
M5,05/10/23,09:51:27,     2,  2080,   439,  972.5, 392,19.6,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     7,    24, 0.4314, 0.3893
M5,05/10/23,09:51:28,     2,  2081,   440,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     8,    25, 0.4404, 0.3682
M5,05/10/23,09:51:29,     2,  2082,   440,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     8,    26, 0.4430, 0.3758
M5,05/10/23,09:51:30,     2,  2083,   440,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     8,    27, 0.4408, 0.3952
M5,05/10/23,09:51:31,     2,  2084,   440,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     8,    28, 0.4326, 0.4315
M5,05/10/23,09:51:32,     2,  2085,   441,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     9,    29, 0.4278, 0.4506
M5,05/10/23,09:51:33,     2,  2086,   441,  972.5, 392,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     9,    30, 0.4275, 0.4479
M5,05/10/23,09:51:34,     2,  2087,   441,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,     9,    31, 0.4276, 0.4433
M5,05/10/23,09:51:35,     2,  2088,   442,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    10,    32, 0.4284, 0.4383
M5,05/10/23,09:51:36,     2,  2089,   442,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    10,    33, 0.4263, 0.4406
M5,05/10/23,09:51:37,     2,  2090,   442,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    10,    34, 0.4236, 0.4482
M5,05/10/23,09:51:38,     2,  2091,   442,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    10,    35, 0.4220, 0.4510
M5,05/10/23,09:51:39,     2,  2092,   443,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    11,    36, 0.4192, 0.4571
M5,05/10/23,09:51:40,     2,  2093,   443,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    11,    37, 0.4174, 0.4587
M5,05/10/23,09:51:41,     2,  2094,   443,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.5, 0.0, 25,    11,    38, 0.4163, 0.4573
M5,05/10/23,09:51:42,     2,  2095,   444,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    12,    39, 0.4158, 0.4541
M5,05/10/23,09:51:43,     2,  2096,   444,  972.5, 392,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    12,    40, 0.4144, 0.4549
M5,05/10/23,09:51:44,     2,  2097,   444,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    12,    41, 0.4134, 0.4532
M5,05/10/23,09:51:45,     2,  2098,   444,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    12,    42, 0.4117, 0.4547
M5,05/10/23,09:51:46,     2,  2099,   445,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    13,    43, 0.4109, 0.4541
M5,05/10/23,09:51:47,     2,  2100,   445,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    13,    44, 0.4104, 0.4516
M5,05/10/23,09:51:48,     2,  2101,   445,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    13,    45, 0.4103, 0.4478
M5,05/10/23,09:51:49,     2,  2102,   446,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    14,    46, 0.4104, 0.4434
M5,05/10/23,09:51:50,     2,  2103,   446,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    14,    47, 0.4107, 0.4385
M5,05/10/23,09:51:51,     2,  2104,   446,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    14,    48, 0.4113, 0.4339
M5,05/10/23,09:51:52,     2,  2105,   446,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    14,    49, 0.4103, 0.4356
M5,05/10/23,09:51:53,     2,  2106,   446,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    14,    50, 0.4080, 0.4418
M5,05/10/23,09:51:54,     2,  2107,   447,  972.5, 392,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    15,    51, 0.4062, 0.4453
M5,05/10/23,09:51:55,     2,  2108,   447,  972.5, 392,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    15,    52, 0.4042, 0.4495
M5,05/10/23,09:51:56,     2,  2109,   447,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    15,    53, 0.4026, 0.4514
M5,05/10/23,09:51:57,     2,  2110,   447,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    15,    54, 0.4015, 0.4516
M5,05/10/23,09:51:58,     2,  2111,   448,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    16,    55, 0.4000, 0.4529
M5,05/10/23,09:51:59,     2,  2112,   448,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    16,    56, 0.3990, 0.4524
M5,05/10/23,09:52:00,     2,  2113,   448,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    16,    57, 0.3981, 0.4507
M5,05/10/23,09:52:01,     2,  2114,   449,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    58, 0.3977, 0.4482
M5,05/10/23,09:52:02,     2,  2115,   449,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    59, 0.3977, 0.4452
M5,05/10/23,09:52:03,     2,  2116,   450,  972.5, 393,19.5,20.8, 0.0,  0, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    60, 0.3982, 0.4396
M5,05/10/23,09:52:04,     2,  2117,   450,  972.5, 393,19.5,20.8, 0.0, 20, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    60, 0.3982, 0.4396
M5,05/10/23,09:52:05,     2,  2118,   450,  972.5, 393,19.5,20.8, 0.0, 20, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    60, 0.3982, 0.4396
M5,05/10/23,09:52:06,     2,  2119,   450,  972.5, 393,19.5,20.8, 0.0, 20, 0.0000,     0, 0.0,18.6, 0.0, 25,    17,    60, 0.3982, 0.4396
